work,book_n,line_n,word_n,word,lemma,appositive
Theog.,Th.,202,2,τὰ,ὁ,prepositive
W.D.,WD,217,3,τὰ,ὁ,prepositive
W.D.,WD,387,2,τὰ,ὁ,prepositive
W.D.,WD,467,2,τὰ,ὁ,prepositive
Phaen.,1,155,4,τὰ,ὁ,prepositive
Od.,9,464,3,τὰ,ὁ,prepositive
Od.,15,218,2,τὰ,ὁ,prepositive
Theoc.,7,98,4,τὰ,ὁ,prepositive
Theoc.,16,42,3,τὰ,ὁ,prepositive
Phaen.,1,424,3,τὰ,ὁ,prepositive
Phaen.,1,576,3,τὰ,ὁ,prepositive
Phaen.,1,708,3,τὰ,ὁ,prepositive
Phaen.,1,837,3,τὰ,ὁ,prepositive
Phaen.,1,881,5,τὰ,ὁ,prepositive
Argon.,1,1141,3,τὰ,ὁ,prepositive
Argon.,4,160,3,τὰ,ὁ,prepositive
Argon.,4,625,3,τὰ,ὁ,prepositive
Callim.Hymn,3,182,3,τὰ,ὁ,prepositive
Il.,11,69,4,τὰ,ὁ,prepositive
Il.,16,40,5,τὰ,ὁ,prepositive
Il.,24,260,5,τὰ,ὁ,prepositive
Od.,11,376,4,τὰ,ὁ,prepositive
Sh.,Sh.,308,3,τὰ,ὁ,prepositive
Theoc.,4,3,5,τὰ,ὁ,prepositive
Theoc.,5,83,4,τὰ,ὁ,prepositive
Theoc.,5,113,3,τὰ,ὁ,prepositive
Theoc.,10,44,3,τὰ,ὁ,prepositive
Theoc.,14,38,4,τὰ,ὁ,prepositive
Theoc.,19,8,5,τὰ,ὁ,prepositive
Theoc.,23,41,4,τὰ,ὁ,prepositive
Theoc.,27,37,4,τὰ,ὁ,prepositive
W.D.,WD,690,4,τὰ,ὁ,prepositive
Phaen.,1,60,5,τὰ,ὁ,prepositive
Phaen.,1,280,3,τὰ,ὁ,prepositive
Argon.,3,1361,4,τὰ,ὁ,prepositive
Argon.,4,1262,6,τὰ,ὁ,prepositive
Callim.Hymn,1,88,4,τὰ,ὁ,prepositive
Callim.Hymn,3,219,3,τὰ,ὁ,prepositive
Hom.Hymn,3,536,4,τὰ,ὁ,prepositive
Il.,8,478,5,τὰ,ὁ,prepositive
Il.,15,58,3,τὰ,ὁ,prepositive
Dion.,10,427,5,τὰ,ὁ,prepositive
Od.,2,356,5,τὰ,ὁ,prepositive
Od.,9,238,5,τὰ,ὁ,prepositive
Od.,14,512,5,τὰ,ὁ,prepositive
Q.S.,5,359,6,τὰ,ὁ,prepositive
Q.S.,9,362,6,τὰ,ὁ,prepositive
Theoc.,2,153,5,τὰ,ὁ,prepositive
Theoc.,4,4,5,τὰ,ὁ,prepositive
Theoc.,4,44,4,τὰ,ὁ,prepositive
Theoc.,4,45,4,τὰ,ὁ,prepositive
Theoc.,5,13,5,τὰ,ὁ,prepositive
Theoc.,5,107,5,τὰ,ὁ,prepositive
Theoc.,6,19,4,τὰ,ὁ,prepositive
Theoc.,7,57,3,τὰ,ὁ,prepositive
Theoc.,7,127,3,τὰ,ὁ,prepositive
Theoc.,14,50,4,τὰ,ὁ,prepositive
Theoc.,15,78,4,τὰ,ὁ,prepositive
Theoc.,20,31,5,τὰ,ὁ,prepositive
Theoc.,21,10,4,τὰ,ὁ,prepositive
Theoc.,26,32,3,τὰ,ὁ,prepositive
Theoc.,2,59,6,τὰ,ὁ,prepositive
Phaen.,1,350,5,τὰ,ὁ,prepositive
Phaen.,1,684,4,τὰ,ὁ,prepositive
Phaen.,1,1069,4,τὰ,ὁ,prepositive
Argon.,1,339,5,τὰ,ὁ,prepositive
Argon.,3,1040,6,τὰ,ὁ,prepositive
Argon.,3,1144,5,τὰ,ὁ,prepositive
Callim.Hymn,4,4,5,τὰ,ὁ,prepositive
Callim.Hymn,6,11,7,τὰ,ὁ,prepositive
Il.,1,20,6,τὰ,ὁ,prepositive
Il.,1,576,5,τὰ,ὁ,prepositive
Il.,5,140,5,τὰ,ὁ,prepositive
Il.,6,489,7,τὰ,ὁ,prepositive
Il.,12,420,5,τὰ,ὁ,prepositive
Il.,18,451,6,τὰ,ὁ,prepositive
Od.,1,257,6,τὰ,ὁ,prepositive
Od.,8,553,7,τὰ,ὁ,prepositive
Od.,14,153,6,τὰ,ὁ,prepositive
Od.,17,457,4,τὰ,ὁ,prepositive
Od.,18,404,5,τὰ,ὁ,prepositive
Theoc.,10,29,6,τὰ,ὁ,prepositive
Theoc.,15,59,6,τὰ,ὁ,prepositive
Theoc.,17,118,5,τὰ,ὁ,prepositive
Argon.,3,926,5,τὰ,ὁ,prepositive
Argon.,3,1165,6,τὰ,ὁ,prepositive
Argon.,4,1346,4,τὰ,ὁ,prepositive
Argon.,4,1471,6,τὰ,ὁ,prepositive
Hom.Hymn,3,444,8,τὰ,ὁ,prepositive
Il.,12,280,4,τὰ,ὁ,prepositive
Od.,9,250,6,τὰ,ὁ,prepositive
Od.,9,266,6,τὰ,ὁ,prepositive
Od.,9,310,6,τὰ,ὁ,prepositive
Od.,9,343,6,τὰ,ὁ,prepositive
Theoc.,2,140,8,τὰ,ὁ,prepositive
Callim.Hymn,2,108,6,τὰ,ὁ,prepositive
Od.,9,187,8,τὰ,ὁ,prepositive
Od.,11,20,8,τὰ,ὁ,prepositive
Od.,11,339,6,τὰ,ὁ,prepositive
Theoc.,2,1,9,τὰ,ὁ,prepositive
W.D.,WD,37,7,τὰ,ὁ,prepositive
Theoc.,2,12,1,τᾷ,ὁ,prepositive
Theoc.,4,22,1,τᾷ,ὁ,prepositive
Theoc.,7,3,1,τᾷ,ὁ,prepositive
Theoc.,23,13,1,τᾷ,ὁ,prepositive
Callim.Hymn,6,71,3,τᾷ,ὁ,prepositive
Theoc.,2,94,2,τᾷ,ὁ,prepositive
Theoc.,4,61,3,τᾷ,ὁ,prepositive
Theoc.,20,14,3,τᾷ,ὁ,prepositive
Theoc.,26,6,3,τᾷ,ὁ,prepositive
Theoc.,10,58,2,τᾷ,ὁ,prepositive
Theoc.,11,79,5,τᾷ,ὁ,prepositive
Theoc.,2,67,4,τᾷ,ὁ,prepositive
Theoc.,2,130,6,τᾷ,ὁ,prepositive
Theoc.,5,96,4,τᾷ,ὁ,prepositive
Theoc.,5,105,3,τᾷ,ὁ,prepositive
Theoc.,5,127,5,τᾷ,ὁ,prepositive
Theoc.,6,29,6,τᾷ,ὁ,prepositive
Theoc.,10,33,5,τᾷ,ὁ,prepositive
Theoc.,19,4,7,τᾷ,ὁ,prepositive
Phaen.,1,815,1,ταὶ,ὁ,prepositive
Phaen.,1,1020,1,ταὶ,ὁ,prepositive
Theoc.,4,12,1,ταὶ,ὁ,prepositive
Theoc.,5,80,1,ταὶ,ὁ,prepositive
Theoc.,6,16,1,ταὶ,ὁ,prepositive
Theoc.,11,3,2,ταὶ,ὁ,prepositive
Callim.Hymn,6,38,4,ταὶ,ὁ,prepositive
Theoc.,1,9,2,ταὶ,ὁ,prepositive
Theoc.,2,1,3,ταὶ,ὁ,prepositive
Theoc.,2,35,2,ταὶ,ὁ,prepositive
Theoc.,11,12,2,ταὶ,ὁ,prepositive
Theoc.,14,44,2,ταὶ,ὁ,prepositive
Theoc.,18,4,2,ταὶ,ὁ,prepositive
Theoc.,14,44,5,ταὶ,ὁ,prepositive
Theoc.,1,23,5,ταὶ,ὁ,prepositive
Theoc.,4,26,5,ταὶ,ὁ,prepositive
Phaen.,1,1019,5,ταὶ,ὁ,prepositive
Argon.,1,292,5,ταὶ,ὁ,prepositive
Od.,20,161,6,ταὶ,ὁ,prepositive
Q.S.,7,362,5,ταὶ,ὁ,prepositive
Theoc.,4,36,5,ταὶ,ὁ,prepositive
Theoc.,5,51,5,ταὶ,ὁ,prepositive
Theoc.,21,9,3,ταῖν,ὁ,prepositive
Theoc.,5,12,1,ταῖς,ὁ,prepositive
Theoc.,5,54,1,ταῖς,ὁ,prepositive
Theoc.,5,140,1,ταῖς,ὁ,prepositive
Theoc.,5,149,1,ταῖς,ὁ,prepositive
Theoc.,11,74,1,ταῖς,ὁ,prepositive
Theoc.,1,2,3,ταῖς,ὁ,prepositive
Theoc.,1,144,2,ταῖς,ὁ,prepositive
Theoc.,5,130,1,ταῖσι,ὁ,prepositive
Theoc.,7,57,5,τάν,ὁ,prepositive
Theoc.,1,125,1,τὰν,ὁ,prepositive
Theoc.,2,72,1,τὰν,ὁ,prepositive
Theoc.,3,25,1,τὰν,ὁ,prepositive
Theoc.,3,43,1,τὰν,ὁ,prepositive
Theoc.,3,46,1,τὰν,ὁ,prepositive
Theoc.,5,5,1,τὰν,ὁ,prepositive
Theoc.,5,15,1,τὰν,ὁ,prepositive
Theoc.,5,99,1,τὰν,ὁ,prepositive
Theoc.,5,135,1,τὰν,ὁ,prepositive
Theoc.,6,2,1,τὰν,ὁ,prepositive
Theoc.,11,43,1,τὰν,ὁ,prepositive
Theoc.,11,75,1,τὰν,ὁ,prepositive
Theoc.,21,62,1,τὰν,ὁ,prepositive
Theoc.,23,2,1,τὰν,ὁ,prepositive
Theoc.,23,51,1,τὰν,ὁ,prepositive
Theoc.,23,52,1,τὰν,ὁ,prepositive
Theoc.,23,55,1,τὰν,ὁ,prepositive
Theoc.,27,1,1,τὰν,ὁ,prepositive
Callim.Hymn,6,108,2,τὰν,ὁ,prepositive
Callim.Hymn,6,109,2,τὰν,ὁ,prepositive
Callim.Hymn,6,110,2,τὰν,ὁ,prepositive
Theoc.,19,4,2,τὰν,ὁ,prepositive
Callim.Hymn,6,24,2,τὰν,ὁ,prepositive
Theoc.,1,21,3,τὰν,ὁ,prepositive
Theoc.,2,2,2,τὰν,ὁ,prepositive
Theoc.,2,131,3,τὰν,ὁ,prepositive
Theoc.,2,148,2,τὰν,ὁ,prepositive
Theoc.,3,4,3,τὰν,ὁ,prepositive
Theoc.,3,52,2,τὰν,ὁ,prepositive
Theoc.,5,4,3,τὰν,ὁ,prepositive
Theoc.,5,19,3,τὰν,ὁ,prepositive
Theoc.,5,32,3,τὰν,ὁ,prepositive
Theoc.,5,99,3,τὰν,ὁ,prepositive
Theoc.,5,123,2,τὰν,ὁ,prepositive
Theoc.,7,10,2,τὰν,ὁ,prepositive
Theoc.,10,39,3,τὰν,ὁ,prepositive
Theoc.,11,70,2,τὰν,ὁ,prepositive
Theoc.,15,24,2,τὰν,ὁ,prepositive
Theoc.,19,5,2,τὰν,ὁ,prepositive
Theoc.,21,31,3,τὰν,ὁ,prepositive
Theoc.,23,18,3,τὰν,ὁ,prepositive
Theoc.,23,34,2,τὰν,ὁ,prepositive
Theoc.,27,33,2,τὰν,ὁ,prepositive
Theoc.,1,105,3,τὰν,ὁ,prepositive
Theoc.,1,143,4,τὰν,ὁ,prepositive
Theoc.,5,12,3,τὰν,ὁ,prepositive
Theoc.,5,144,2,τὰν,ὁ,prepositive
Theoc.,5,149,3,τὰν,ὁ,prepositive
Theoc.,10,19,3,τὰν,ὁ,prepositive
Theoc.,10,55,4,τὰν,ὁ,prepositive
Theoc.,27,18,2,τὰν,ὁ,prepositive
Theoc.,2,74,2,τὰν,ὁ,prepositive
Theoc.,2,156,5,τὰν,ὁ,prepositive
Theoc.,3,40,4,τὰν,ὁ,prepositive
Theoc.,5,139,3,τὰν,ὁ,prepositive
Theoc.,15,43,5,τὰν,ὁ,prepositive
Callim.Hymn,6,129,5,τὰν,ὁ,prepositive
Theoc.,1,11,6,τὰν,ὁ,prepositive
Theoc.,3,14,5,τὰν,ὁ,prepositive
Theoc.,3,38,4,τὰν,ὁ,prepositive
Theoc.,11,13,6,τὰν,ὁ,prepositive
Theoc.,11,52,6,τὰν,ὁ,prepositive
Theoc.,11,55,6,τὰν,ὁ,prepositive
Theoc.,13,7,5,τὰν,ὁ,prepositive
Theoc.,15,14,5,τὰν,ὁ,prepositive
Theoc.,15,21,5,τὰν,ὁ,prepositive
Theoc.,15,37,7,τὰν,ὁ,prepositive
Theoc.,15,39,5,τὰν,ὁ,prepositive
Theoc.,15,66,4,τὰν,ὁ,prepositive
Theoc.,15,77,5,τὰν,ὁ,prepositive
Theoc.,15,126,5,τὰν,ὁ,prepositive
Theoc.,18,19,5,τὰν,ὁ,prepositive
Callim.Hymn,6,59,6,τὰν,ὁ,prepositive
Theoc.,5,133,6,τὰν,ὁ,prepositive
Theoc.,10,30,7,τὰν,ὁ,prepositive
Theoc.,11,44,6,τὰν,ὁ,prepositive
Theoc.,11,77,5,τὰν,ὁ,prepositive
Theoc.,21,28,5,τὰν,ὁ,prepositive
Theoc.,6,9,6,τὰν,ὁ,prepositive
Theoc.,10,24,4,τὰν,ὁ,prepositive
Theoc.,18,5,4,τὰν,ὁ,prepositive
Theoc.,5,148,1,τᾶν,ὁ,prepositive
Theoc.,1,22,2,τᾶν,ὁ,prepositive
Theoc.,1,12,3,τᾶν,ὁ,prepositive
Theoc.,5,70,3,τᾶν,ὁ,prepositive
Theoc.,6,10,3,τᾶν,ὁ,prepositive
Callim.Hymn,6,129,1,τὰς,ὁ,prepositive
Hom.Hymn,2,400,1,τὰς,ὁ,prepositive
Hom.Hymn,2,447,1,τὰς,ὁ,prepositive
Hom.Hymn,2,465,1,τὰς,ὁ,prepositive
Il.,20,271,1,τὰς,ὁ,prepositive
Theoc.,5,89,1,τὰς,ὁ,prepositive
Od.,20,77,3,τὰς,ὁ,prepositive
Theoc.,5,84,3,τὰς,ὁ,prepositive
Theoc.,27,10,3,τὰς,ὁ,prepositive
Theoc.,27,12,3,τὰς,ὁ,prepositive
Od.,3,299,3,τὰς,ὁ,prepositive
Theoc.,1,14,2,τὰς,ὁ,prepositive
Theoc.,5,73,3,τὰς,ὁ,prepositive
Od.,14,436,3,τὰς,ὁ,prepositive
Theoc.,1,87,4,τὰς,ὁ,prepositive
Theoc.,5,17,5,τὰς,ὁ,prepositive
Theoc.,5,109,4,τὰς,ὁ,prepositive
Theoc.,1,120,6,τὰς,ὁ,prepositive
Theoc.,2,19,4,τὰς,ὁ,prepositive
Theoc.,5,61,5,τὰς,ὁ,prepositive
Theoc.,11,72,5,τὰς,ὁ,prepositive
Theoc.,15,65,4,τὰς,ὁ,prepositive
Theoc.,21,1,5,τὰς,ὁ,prepositive
Theoc.,21,22,6,τὰς,ὁ,prepositive
Theoc.,7,87,7,τὰς,ὁ,prepositive
Theoc.,3,3,7,τὰς,ὁ,prepositive
Theoc.,4,36,1,τᾶς,ὁ,prepositive
Theoc.,5,16,1,τᾶς,ὁ,prepositive
Theoc.,9,33,1,τᾶς,ὁ,prepositive
Theoc.,1,20,2,τᾶς,ὁ,prepositive
Callim.Hymn,6,128,3,τᾶς,ὁ,prepositive
Theoc.,1,8,3,τᾶς,ὁ,prepositive
Theoc.,2,53,3,τᾶς,ὁ,prepositive
Theoc.,2,146,2,τᾶς,ὁ,prepositive
Theoc.,5,3,3,τᾶς,ὁ,prepositive
Theoc.,5,102,3,τᾶς,ὁ,prepositive
Theoc.,7,73,3,τᾶς,ὁ,prepositive
Theoc.,15,33,3,τᾶς,ὁ,prepositive
Theoc.,20,12,4,τᾶς,ὁ,prepositive
Theoc.,21,13,2,τᾶς,ὁ,prepositive
Theoc.,21,55,3,τᾶς,ὁ,prepositive
Theoc.,23,14,2,τᾶς,ὁ,prepositive
Theoc.,27,14,3,τᾶς,ὁ,prepositive
Theoc.,6,13,3,τᾶς,ὁ,prepositive
Theoc.,21,41,3,τᾶς,ὁ,prepositive
Theoc.,4,15,5,τᾶς,ὁ,prepositive
Theoc.,10,6,4,τᾶς,ὁ,prepositive
Theoc.,10,39,5,τᾶς,ὁ,prepositive
Theoc.,10,46,4,τᾶς,ὁ,prepositive
Theoc.,5,117,4,τᾶς,ὁ,prepositive
Theoc.,4,44,6,τᾶς,ὁ,prepositive
Theoc.,11,8,5,τᾶς,ὁ,prepositive
Theoc.,23,16,6,τᾶς,ὁ,prepositive
Il.,9,330,1,τάων,ὁ,prepositive
W.D.,WD,826,1,τάων,ὁ,prepositive
Phaen.,1,813,1,τῇ,ὁ,prepositive
Argon.,1,274,1,τῇ,ὁ,prepositive
Argon.,4,223,1,τῇ,ὁ,prepositive
Il.,1,54,1,τῇ,ὁ,prepositive
Il.,14,273,1,τῇ,ὁ,prepositive
Il.,24,665,1,τῇ,ὁ,prepositive
Il.,24,667,1,τῇ,ὁ,prepositive
Od.,10,29,1,τῇ,ὁ,prepositive
Od.,19,481,1,τῇ,ὁ,prepositive
Od.,22,183,1,τῇ,ὁ,prepositive
Od.,22,184,1,τῇ,ὁ,prepositive
Theoc.,25,255,1,τῇ,ὁ,prepositive
Il.,7,248,2,τῇ,ὁ,prepositive
Argon.,4,313,4,τῇ,ὁ,prepositive
Il.,13,794,2,τῇ,ὁ,prepositive
Il.,14,272,3,τῇ,ὁ,prepositive
Il.,21,71,3,τῇ,ὁ,prepositive
Il.,24,612,4,τῇ,ὁ,prepositive
Theog.,Th.,278,3,τῇ,ὁ,prepositive
Il.,9,654,4,τῇ,ὁ,prepositive
Od.,16,50,4,τῇ,ὁ,prepositive
Dion.,40,327,6,τῇ,ὁ,prepositive
Od.,2,109,2,τήν,ὁ,prepositive
Od.,24,145,2,τήν,ὁ,prepositive
Od.,14,235,4,τήν,ὁ,prepositive
Il.,6,185,3,τήν,ὁ,prepositive
Phaen.,1,37,1,τὴν,ὁ,prepositive
Argon.,1,126,1,τὴν,ὁ,prepositive
Argon.,1,591,1,τὴν,ὁ,prepositive
Argon.,1,772,1,τὴν,ὁ,prepositive
Argon.,3,473,1,τὴν,ὁ,prepositive
Argon.,3,529,1,τὴν,ὁ,prepositive
Argon.,4,54,1,τὴν,ὁ,prepositive
Argon.,4,644,1,τὴν,ὁ,prepositive
Argon.,4,943,1,τὴν,ὁ,prepositive
Callim.Hymn,3,107,1,τὴν,ὁ,prepositive
Callim.Hymn,4,1,1,τὴν,ὁ,prepositive
Hom.Hymn,2,30,1,τὴν,ὁ,prepositive
Hom.Hymn,2,446,1,τὴν,ὁ,prepositive
Hom.Hymn,2,464,1,τὴν,ὁ,prepositive
Il.,6,292,1,τὴν,ὁ,prepositive
Il.,6,391,1,τὴν,ὁ,prepositive
Il.,18,509,1,τὴν,ὁ,prepositive
Il.,20,272,1,τὴν,ὁ,prepositive
Dion.,1,497,1,τὴν,ὁ,prepositive
Dion.,9,236,1,τὴν,ὁ,prepositive
Dion.,19,280,1,τὴν,ὁ,prepositive
Dion.,27,157,1,τὴν,ὁ,prepositive
Dion.,27,153,1,τὴν,ὁ,prepositive
Dion.,38,237,1,τὴν,ὁ,prepositive
Dion.,42,341,1,τὴν,ὁ,prepositive
Od.,1,351,1,τὴν,ὁ,prepositive
Od.,11,86,1,τὴν,ὁ,prepositive
Od.,13,68,1,τὴν,ὁ,prepositive
Sh.,Sh.,401,1,τὴν,ὁ,prepositive
W.D.,WD,17,1,τὴν,ὁ,prepositive
Phaen.,1,36,2,τὴν,ὁ,prepositive
Il.,16,124,2,τὴν,ὁ,prepositive
Callim.Hymn,3,70,2,τὴν,ὁ,prepositive
Il.,8,186,3,τὴν,ὁ,prepositive
Il.,23,295,2,τὴν,ὁ,prepositive
Il.,23,592,2,τὴν,ὁ,prepositive
Dion.,47,354,4,τὴν,ὁ,prepositive
Od.,12,113,3,τὴν,ὁ,prepositive
Od.,12,428,3,τὴν,ὁ,prepositive
Theog.,Th.,793,3,τὴν,ὁ,prepositive
Il.,23,75,4,τὴν,ὁ,prepositive
Od.,5,55,4,τὴν,ὁ,prepositive
Od.,9,146,4,τὴν,ὁ,prepositive
Od.,9,543,4,τὴν,ὁ,prepositive
Od.,12,201,4,τὴν,ὁ,prepositive
Od.,12,276,3,τὴν,ὁ,prepositive
Od.,12,403,4,τὴν,ὁ,prepositive
Od.,18,380,4,τὴν,ὁ,prepositive
Theog.,Th.,224,4,τὴν,ὁ,prepositive
Callim.Hymn,3,260,4,τὴν,ὁ,prepositive
Callim.Hymn,3,264,4,τὴν,ὁ,prepositive
Od.,12,421,4,τὴν,ὁ,prepositive
Od.,15,364,3,τὴν,ὁ,prepositive
Dion.,9,99,4,τὴν,ὁ,prepositive
Od.,10,112,7,τὴν,ὁ,prepositive
Theog.,Th.,195,5,τὴν,ὁ,prepositive
Argon.,4,1695,3,τήνπερ,ὁ,prepositive
Callim.Hymn,3,203,1,τῆς,ὁ,prepositive
Il.,5,268,1,τῆς,ὁ,prepositive
Il.,16,179,1,τῆς,ὁ,prepositive
Il.,16,193,1,τῆς,ὁ,prepositive
Il.,16,196,1,τῆς,ὁ,prepositive
Dion.,7,208,1,τῆς,ὁ,prepositive
Dion.,22,225,1,τῆς,ὁ,prepositive
Dion.,34,307,1,τῆς,ὁ,prepositive
Dion.,35,106,1,τῆς,ὁ,prepositive
Dion.,43,54,1,τῆς,ὁ,prepositive
Dion.,43,57,1,τῆς,ὁ,prepositive
Od.,11,11,1,τῆς,ὁ,prepositive
Od.,16,334,1,τῆς,ὁ,prepositive
W.D.,WD,289,1,τῆς,ὁ,prepositive
W.D.,WD,703,1,τῆς,ὁ,prepositive
Hom.Hymn,4,173,2,τῆς,ὁ,prepositive
Il.,9,133,3,τῆς,ὁ,prepositive
Il.,9,275,3,τῆς,ὁ,prepositive
Il.,11,763,2,τῆς,ὁ,prepositive
Il.,19,176,3,τῆς,ὁ,prepositive
Il.,23,525,2,τῆς,ὁ,prepositive
Od.,2,206,2,τῆς,ὁ,prepositive
Od.,12,125,2,τῆς,ὁ,prepositive
Il.,21,412,3,τῆς,ὁ,prepositive
Od.,13,262,4,τῆς,ὁ,prepositive
Theoc.,22,59,4,τῆς,ὁ,prepositive
W.D.,WD,776,4,τῆς,ὁ,prepositive
Dion.,43,369,5,τῆς,ὁ,prepositive
Dion.,12,3,1,τῇσι,ὁ,prepositive
Q.S.,4,181,7,τῇσι,ὁ,prepositive
Od.,15,413,1,τῇσιν,ὁ,prepositive
Callim.Hymn,1,67,4,τό,ὁ,prepositive
Il.,3,55,4,τό,ὁ,prepositive
Theoc.,18,27,3,τό,ὁ,prepositive
Il.,24,52,5,τό,ὁ,prepositive
Od.,19,283,5,τό,ὁ,prepositive
Theoc.,21,36,5,τό,ὁ,prepositive
Theoc.,1,143,6,τό,ὁ,prepositive
Theoc.,4,62,5,τό,ὁ,prepositive
Theoc.,7,121,4,τό,ὁ,prepositive
W.D.,WD,615,5,τό,ὁ,prepositive
Il.,22,301,7,τό,ὁ,prepositive
Od.,18,166,6,τό,ὁ,prepositive
Argon.,1,497,1,τὸ,ὁ,prepositive
Callim.Hymn,3,121,1,τὸ,ὁ,prepositive
Hom.Hymn,2,451,1,τὸ,ὁ,prepositive
Hom.Hymn,3,476,1,τὸ,ὁ,prepositive
Il.,3,225,1,τὸ,ὁ,prepositive
Il.,6,125,1,τὸ,ὁ,prepositive
Il.,6,186,1,τὸ,ὁ,prepositive
Il.,9,403,1,τὸ,ὁ,prepositive
Il.,15,72,1,τὸ,ὁ,prepositive
Il.,16,573,1,τὸ,ὁ,prepositive
Il.,22,156,1,τὸ,ὁ,prepositive
Il.,23,842,1,τὸ,ὁ,prepositive
Dion.,19,247,1,τὸ,ὁ,prepositive
Dion.,19,251,1,τὸ,ὁ,prepositive
Od.,4,32,1,τὸ,ὁ,prepositive
Od.,4,518,1,τὸ,ὁ,prepositive
Od.,10,520,1,τὸ,ὁ,prepositive
Od.,11,28,1,τὸ,ὁ,prepositive
Od.,21,32,1,τὸ,ὁ,prepositive
Q.S.,1,504,1,τὸ,ὁ,prepositive
Q.S.,4,264,1,τὸ,ὁ,prepositive
Q.S.,9,485,1,τὸ,ὁ,prepositive
Sh.,Sh.,127,1,τὸ,ὁ,prepositive
Theoc.,5,71,1,τὸ,ὁ,prepositive
Theoc.,25,240,1,τὸ,ὁ,prepositive
Theoc.,27,5,1,τὸ,ὁ,prepositive
Theog.,Th.,313,1,τὸ,ὁ,prepositive
W.D.,WD,487,1,τὸ,ὁ,prepositive
Hom.Hymn,3,85,2,τὸ,ὁ,prepositive
Hom.Hymn,4,388,2,τὸ,ὁ,prepositive
Il.,1,167,2,τὸ,ὁ,prepositive
Il.,15,37,2,τὸ,ὁ,prepositive
Il.,23,454,2,τὸ,ὁ,prepositive
Od.,5,185,2,τὸ,ὁ,prepositive
Od.,24,486,2,τὸ,ὁ,prepositive
Q.S.,7,519,2,τὸ,ὁ,prepositive
Q.S.,9,474,2,τὸ,ὁ,prepositive
Theoc.,2,116,2,τὸ,ὁ,prepositive
Theoc.,3,18,2,τὸ,ὁ,prepositive
Theoc.,4,33,2,τὸ,ὁ,prepositive
Theoc.,10,28,2,τὸ,ὁ,prepositive
Theoc.,11,39,2,τὸ,ὁ,prepositive
Theoc.,15,45,2,τὸ,ὁ,prepositive
Theoc.,23,28,2,τὸ,ὁ,prepositive
Theoc.,23,29,2,τὸ,ὁ,prepositive
Callim.Hymn,6,100,2,τὸ,ὁ,prepositive
Theoc.,3,29,2,τὸ,ὁ,prepositive
Theoc.,14,52,2,τὸ,ὁ,prepositive
Argon.,2,632,2,τὸ,ὁ,prepositive
Callim.Hymn,3,113,4,τὸ,ὁ,prepositive
Hom.Hymn,3,214,3,τὸ,ὁ,prepositive
Il.,23,324,2,τὸ,ὁ,prepositive
Il.,23,733,4,τὸ,ὁ,prepositive
Theoc.,7,11,2,τὸ,ὁ,prepositive
Theoc.,11,56,3,τὸ,ὁ,prepositive
Theoc.,13,16,3,τὸ,ὁ,prepositive
Theoc.,23,30,2,τὸ,ὁ,prepositive
W.D.,WD,659,3,τὸ,ὁ,prepositive
Argon.,1,282,3,τὸ,ὁ,prepositive
Argon.,2,585,2,τὸ,ὁ,prepositive
Argon.,3,705,4,τὸ,ὁ,prepositive
Argon.,4,864,4,τὸ,ὁ,prepositive
Argon.,4,947,2,τὸ,ὁ,prepositive
Argon.,4,1645,3,τὸ,ὁ,prepositive
Callim.Hymn,1,27,2,τὸ,ὁ,prepositive
Callim.Hymn,2,2,4,τὸ,ὁ,prepositive
Callim.Hymn,3,23,2,τὸ,ὁ,prepositive
Callim.Hymn,4,37,2,τὸ,ὁ,prepositive
Hom.Hymn,2,317,3,τὸ,ὁ,prepositive
Hom.Hymn,3,71,4,τὸ,ὁ,prepositive
Hom.Hymn,3,493,4,τὸ,ὁ,prepositive
Hom.Hymn,4,487,3,τὸ,ὁ,prepositive
Il.,4,267,3,τὸ,ὁ,prepositive
Il.,5,438,4,τὸ,ὁ,prepositive
Il.,7,412,3,τὸ,ὁ,prepositive
Il.,10,321,4,τὸ,ὁ,prepositive
Il.,11,267,3,τὸ,ὁ,prepositive
Il.,11,848,3,τὸ,ὁ,prepositive
Il.,12,40,5,τὸ,ὁ,prepositive
Il.,12,289,2,τὸ,ὁ,prepositive
Il.,13,745,3,τὸ,ὁ,prepositive
Il.,16,705,4,τὸ,ὁ,prepositive
Il.,16,786,4,τὸ,ὁ,prepositive
Il.,20,447,4,τὸ,ὁ,prepositive
Il.,22,208,4,τὸ,ὁ,prepositive
Il.,24,543,4,τὸ,ὁ,prepositive
Dion.,20,399,3,τὸ,ὁ,prepositive
Dion.,33,32,4,τὸ,ὁ,prepositive
Dion.,34,68,3,τὸ,ὁ,prepositive
Dion.,40,70,4,τὸ,ὁ,prepositive
Dion.,44,242,2,τὸ,ὁ,prepositive
Od.,1,322,4,τὸ,ὁ,prepositive
Od.,2,312,5,τὸ,ὁ,prepositive
Od.,3,265,5,τὸ,ὁ,prepositive
Od.,4,13,3,τὸ,ὁ,prepositive
Od.,4,159,3,τὸ,ὁ,prepositive
Od.,4,509,4,τὸ,ὁ,prepositive
Od.,4,688,2,τὸ,ὁ,prepositive
Od.,7,201,3,τὸ,ὁ,prepositive
Od.,8,31,4,τὸ,ὁ,prepositive
Od.,14,467,4,τὸ,ὁ,prepositive
Od.,19,340,4,τὸ,ὁ,prepositive
Od.,23,214,4,τὸ,ὁ,prepositive
